Place,CountryState,Popularity,Latitude,Longitude
"Arambol Beach",Goa,Tier III,15.68310315,73.70368949
Saif-ul-Maluk Lake,Pakistan,Tier V,34.87733524,73.69385066
Sula Vineyards,Maharashtra(India),Tier II,20.00671083,73.68780813
City Palace,Rajasthan(India),Tier I,24.57584195,73.68347426
Mahabaleshwar Hill Station,Maharashtra(India),Tier V,17.93071806,73.64771274
Kumbhalgarh Fort,Rajasthan(India),Tier II,25.15297856,73.58698081
Pratapgad Fort,Maharashtra(India),Tier III,17.93709977,73.57820902
Rohtas Fort,Pakistan,Tier IV,32.96497,73.57291738
Visapur Fort,Maharashtra(India),Tier III,18.71914889,73.48998392
Bhaja Budhhist Caves Ancient Buddhist Heritage,Maharashtra(India),Tier IV,18.72836466,73.48154135
Lohagad Fort,Maharashtra(India),Tier III,18.70727986,73.47782023
Karla Caves,Maharashtra(India),Tier II,18.78325935,73.47040297
Sun Siyam Olhuveli,Maldives,Tier V,3.849434797,73.45469616
Ayubia National Park,Pakistan,Tier III,34.06422302,73.4062288
Della Adventure Park,Maharashtra(India),Tier III,18.78143295,73.38907563
Korigad Fort,Maharashtra(India),Tier V,18.62131477,73.38562049
"Nature Trails Durshet, Khopoli",Maharashtra(India),Tier V,18.6996995,73.29831617
Umbrella Waterfall,Pakistan,Tier V,33.99574308,73.29521278
Imagicaa,Maharashtra(India),Priority,18.76788402,73.28213683
Ratna Durga,Maharashtra(India),Tier V,16.99603744,73.2706008
Lake Dudhani End Point,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.18306685,73.15298813
Lake View Park,Pakistan,Tier III,33.71185866,73.13194948
Karnala Fort,Maharashtra(India),Tier V,18.88159241,73.11875532
Shakarparian National Park,Pakistan,Tier II,33.68998811,73.09365582
Clock Tower Faisalabad,Pakistan,Tier III,31.41872131,73.07911941
Pakistan Monument Museum,Pakistan,Tier IV,33.69254641,73.06947311
Liaquat Bagh Park,Pakistan,Tier III,33.60614307,73.06430099
Khanvel Resort,Dadra and Nagar Haveli and Daman and Diu(India),Tier IV,20.12908565,73.05933777
Daman-e-Koh,Pakistan,Tier II,33.73832626,73.05651207
"Umaid Bhawan Palace, Jodhpur",Gujarat(India),Tier II,26.28096325,73.04739723
"Umaid Bhawan Palace, Jodhpur",Rajasthan(India),Tier II,26.28099178,73.0473104
"Shah Faisal Masjid, Islamabad",Pakistan,Tier I,33.72993407,73.03720506
Mehrangarh Fort,Rajasthan(India),Tier I,26.29816875,73.0186099
Khewra Salt Mine,Pakistan,Tier V,32.64798953,73.00842586
Nakshatra Van,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.28033674,72.9826649
Vanganga Garden,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.31214099,72.97022997
Murud-Janjira Fort,Maharashtra(India),Tier III,18.2999236,72.96441048
Katas Raj Temple Complex,Pakistan,Tier V,32.72399015,72.95164553
Elephanta Caves,Maharashtra(India),Tier II,18.96335743,72.9314981
Revdanda Fort,Maharashtra(India),Tier IV,18.54675611,72.92464801
KidZania Mumbai,Maharashtra(India),Tier III,19.09981153,72.91696581
Sanjay Gandhi National Park,Maharashtra(India),Tier I,19.22046314,72.91279904
Korlai Fort,Maharashtra(India),Tier V,18.5363033,72.90816195
Kolaba Fort,Maharashtra(India),Tier V,18.63431476,72.8642044
Gateway Of India Mumbai,Maharashtra(India),Priority,18.92195332,72.83466533
St Jerome Fort,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.41327243,72.83214341
Devka Beach,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.44375207,72.83169622
Jampore Beach,Dadra and Nagar Haveli and Daman and Diu(India),Tier IV,20.38103927,72.82378156
Marine Dr,Maharashtra(India),Tier IV,18.94323132,72.82298081
Global Vipassana Pagoda,Maharashtra(India),Tier III,19.22817348,72.80589472
"Villa Park, Maldives",Maldives,Tier V,3.483218798,72.80245474
Sabarmati Riverfront Flower Park,Gujarat(India),Tier II,23.01645899,72.5733924
Malam Jabba Ski Resort,Pakistan,Tier IV,34.79879827,72.57218495
Tagore Hall,Bangladesh,Tier IV,23.01287457,72.57099106
Noor Mahal,Pakistan,Tier IV,29.37940219,71.66801854
Tomb of Hazrat Shah Rukn-e-Alam,Pakistan,Tier V,30.19893131,71.47169984
National Museum of the Republic of Kazakhstan,Kazakhstan,Tier V,51.11847727,71.46968379
Derawar Fort,Pakistan,Tier V,28.76800736,71.33435361
Diu Fort,Dadra and Nagar Haveli and Daman and Diu(India),Tier III,20.71468796,70.99608594
Naida Caves,Dadra and Nagar Haveli and Daman and Diu(India),Tier IV,20.71027633,70.9806517
INS Khukri Memorial,Dadra and Nagar Haveli and Daman and Diu(India),Tier IV,20.7031231,70.97678145
Nagao Beach,Dadra and Nagar Haveli and Daman and Diu(India),Tier V,20.71120057,70.9348188
Jaisalmer Fort,Rajasthan(India),Tier I,26.91242755,70.91261066
Gir National Park,Gujarat(India),Tier IV,21.08311808,70.7938076
Chorsu Bazaar,Kazakhstan,Tier IV,41.32673158,69.23503182
Mohenjo Daro,Pakistan,Tier V,27.32429496,68.13569111
Mazaar e Quaid Muhammad Ali Jinnah Mausoleum,Pakistan,Tier III,24.8754357,67.0409729
Frere Hall,Pakistan,Tier IV,24.84738373,67.03297764
Mohatta Palace Museum,Pakistan,Tier V,24.8143378,67.03273644
Dolmen Mall - Clifton,Pakistan,Tier II,24.80213061,67.0300216
Empress Market,Pakistan,Tier IV,24.86251071,67.02951649
Karachi Press Club,Pakistan,Tier V,24.85514722,67.02640359
"Clifton Beach, Karachi",Pakistan,Tier V,24.80983831,67.01139329
Port Grand - Karachi,Pakistan,Tier II,24.84465146,66.99090741
Shah-i-Zinda,Uzbekistan,Tier V,39.66212023,66.98791624
Registan Square,Uzbekistan,Tier III,39.65484215,66.97560725
Amir Temur Mausoleum Gur-i Amir Сomplex,Uzbekistan,Tier V,39.64852206,66.96923847
Yekaterinburgskiy Gosudarstvennyy Akademicheskiy Teatr Opery I Baleta,Russia,Tier V,56.83931691,60.61652535
Muzey Voyennoy Tekhniki,Russia,Tier IV,56.9634964,60.58177381
Plotinka,Russia,Tier III,56.84384686,60.57233507
Ganina Yama,Russia,Tier V,56.9419908,60.47316858
Imam Reza Shrine,Iran,Tier III,36.28785185,59.61566255
Land of Waves Waterpark,Iran,Tier V,36.37548657,59.51888565
Black River Gorges National Park,Madagascar,Tier V,-20.42610166,57.45113794
Bahla Fort,Oman,Tier V,22.96435754,57.30021561
Al Ain Oasis,UAE,Tier V,24.21837363,55.76234224
Al Montazah Parks,UAE,Tier V,25.34383535,55.37942808
PlayDXB,UAE,Tier V,25.19581763,55.2807348
KidZania,UAE,Tier V,25.19504483,55.2800733
Dubai Mall,UAE,Priority,25.19720482,55.27975538
"Dubai Aquarium & Underwater Zoo",UAE,Tier I,25.19750365,55.2785005
Jumeirah Burj Al Arab,UAE,Tier II,25.1411712,55.18524115
AURA SKYPOOL Dubai,UAE,Tier IV,25.11402496,55.14026684
Zero Gravity Dubai,UAE,Tier IV,25.08846676,55.1377355
illusion City Dubai - illusion Museum,UAE,Tier V,25.07918322,55.12268047
Aquaventure World,UAE,Tier II,25.13101596,55.11444941
"Ferrari World Yas Island, Abu Dhabi",UAE,Tier I,24.48436315,54.60770899
The National Aquarium Abu Dhabi,UAE,Tier V,24.40207283,54.49579204
Sheikh Zayed Grand Mosque,UAE,Tier I,24.41282148,54.47495682
Kai Beach Saadiyat,Sri Lanka,Tier V,24.54709944,54.43585052
Socotra,Yemen,Tier V,12.50039106,53.85108699
Persepolis,Iran,Tier IV,29.93456733,52.88371445
Tomb of Hafez,Iran,Tier IV,29.62579004,52.55849707
Nasir al-Mulk Mosque,Iran,Tier V,29.60867267,52.54856875
Arg of Karim Khan,Iran,Tier V,29.61766222,52.54468005
Holy Shrine of Shahecheragh,Iran,Tier V,29.60969424,52.54331656
Eram Garden,Iran,Tier V,29.63692192,52.52629746
Khajoo Bridge,Iran,Tier V,32.63685518,51.68333931
Chehel Sotoon Palace,Iran,Tier V,32.65730556,51.67171294
Si-o-Se Pol Bridge,Iran,Tier IV,32.64476342,51.66765599
Vank Cathedral,Iran,Tier V,32.63502962,51.65563124
Niavaran Palace Complex,Iran,Tier V,35.81115631,51.47259391
Sa'dabad Cultural and Historical Complex,Iran,Tier V,35.81614712,51.42404129
Golestan Palace,Iran,Tier IV,35.67975054,51.42052114
Tabiat Bridge,Iran,Tier IV,35.7544263,51.42036713
Mellat Park,Iran,Tier V,35.77797077,51.41032691
Milad Tower,Iran,Tier IV,35.74473791,51.37546401
Fin Garden,Iran,Tier V,33.94620063,51.37243373
Azadi Tower,Iran,Tier IV,35.6996715,51.33801684
Eram Park,Iran,Tier V,35.72054507,51.2914636
Marassi Aquarium & Underwater Zoo,Behrain,Tier V,26.30358361,50.643353
Bahrain Fort,Behrain,Tier V,26.23309525,50.5198657
Al Ahsa National Park,Saudi Arabia,Tier IV,25.4449281,49.72757041
Rudkhan Castle,Iran,Tier V,37.06438109,49.23931594
Kazan Kremlin,Russia,Tier I,55.79932066,49.10599527
Geghard,Armenia,Tier V,40.14044114,44.81854063
Svetitskhoveli Cathedral,Georgia,Tier III,41.84222859,44.72096614
Shrine of Hazrat Ali,Iraq,Tier IV,31.99591612,44.31458539
Erbil Citadel,Iraq,Tier III,36.19118624,44.00942229
Nizhegorodskaya Yarmarka,Russia,Tier V,56.32842877,43.96102648
Limpopo Zoo,Russia,Tier IV,56.33454499,43.85412688
Gelati Monastery,Georgia,Tier V,42.29464397,42.76811933
"Radisson Hotel, Rosa Khutor",Russia,Tier II,43.67278052,40.29751249
Prophet's Mosque,Saudi Arabia,Priority,24.4675155,39.6112161
Jeddah Historic District,Saudi Arabia,Tier IV,21.48701996,39.18686094
Göbeklitepe,Turkey,Tier II,37.22323321,38.9218317
Tsavo East National Park,Kenya,Tier IV,-2.780441442,38.80653007
Mount Nemrut,Turkey,Tier V,37.98076543,38.74092694
Tsaritsyno Museum-Reserve,Russia,Tier I,55.61168122,37.68611349
Kolomenskoye,Russia,Tier II,55.67042041,37.66946647
Novospassky Monastery,Russia,Tier V,55.73187617,37.65637066
Museum of Cosmonautics,Russia,Tier III,55.82293891,37.63985763
St. Basil's Cathedral,Russia,Tier IV,55.75250453,37.6231009
The State Tretyakov Gallery,Russia,Tier II,55.74137084,37.62079768
Red Square,Russia,Priority,55.7539385,37.62074459
Мавзолей В.И. Ленина на Красной площади,Russia,Tier V,55.75369951,37.61986283
Bolshoi Theatre,Russia,Tier III,55.76015164,37.61862047
The Moscow Kremlin,Russia,Tier I,55.75094228,37.61757334
Armoury Chamber,Russia,Tier IV,55.74957222,37.61341322
The Pushkin State Museum of Fine Arts,Russia,Tier III,55.74714477,37.60562853
Gorky Central Park of Culture and Leisure,Russia,Tier I,55.72834052,37.60127532
Great Moscow State Circus,Russia,Tier III,55.69449052,37.5402107
Moskva River,Russia,Tier V,55.70511277,37.04748662
Hells Gate National Park,Kenya,Tier V,-0.8758007258,36.3173817
Cedars of God Bsharri,Lebanon,Tier V,34.24383843,36.04888684
The Baptismal Site of Jesus Christ,Jordan,Tier V,31.83723648,35.55029867
Dead Sea,Palestine,Tier IV,31.55082771,35.47894615
Petra,Jordan,Tier II,30.32847283,35.44437519
Wadi Rum Protected Area,Jordan,Tier III,29.55592795,35.40757934
Masada National Park,Israel,Tier II,31.31429283,35.35555153
Church of the Nativity,Palestine,Tier IV,31.70427597,35.20747515
Maasai Mara National Reserve,Kenya,Tier V,-1.482100221,35.12997887
Baháʼí Garden Haifa,Israel,Tier III,32.81142223,34.98533637
Beit Guvrin-Maresha National Park,Israel,Tier V,31.60171293,34.89546407
Göreme Open Air Museum,Turkey,Tier III,38.6412671,34.84424055
Serengeti National Park,Tanzania,Tier IV,-2.333333295,34.83330111
Çatalhöyük,Turkey,Tier V,37.66805534,32.8265704
Holy Monastery of the Virgin Mary of Kykkos,Cyprus,Tier IV,34.98369681,32.7411564
Valley of the Kings,Egypt,Tier III,25.7400866,32.60135756
Abu Simbel Temples,Egypt,Tier III,22.33723186,31.62578827
Kruger National Park,South Africa,Tier III,-23.98840436,31.55470801
The Egyptian Museum in Cairo,Egypt,Tier I,30.04832594,31.23364594
Fairmont Nile City Hotel,Egypt,Tier II,30.07175753,31.22772519
Giza Necropolis,Egypt,Priority,29.97730315,31.1324955
Kyiv-Pechersk Lavra,Ukraine,Tier II,50.43495211,30.55727578
St. Sophia's Cathedral,Ukraine,Tier IV,50.45292953,30.5141995
Catherine Palace,Russia,Tier II,59.71732714,30.39627335
Faberge Museum,Russia,Tier III,59.93471134,30.3428272
"The State Russian Museum, Mikhailovsky Palace",Russia,Tier III,59.93861223,30.33226546
Grand Maket Russia,Russia,Tier III,59.88800619,30.32999123
Peter and Paul Fortress,Russia,Tier II,59.95005573,30.31667953
Palace Square,Russia,Tier I,59.93894733,30.31496834
State Hermitage Museum,Russia,Tier I,59.9398424,30.31457202
St. Isaac's Cathedral,Russia,Tier II,59.93392109,30.30653047
Kunstkamera,Russia,Tier III,59.94161327,30.30474226
Yusupov Palace,Russia,Tier IV,59.92788971,30.30025662
Mariinsky Theatre,Russia,Tier III,59.92565053,30.29605129
Gazprom Arena,Russia,Tier II,59.97271721,30.22136148
Peterhof,Russia,Tier I,59.88629324,29.90855175
Koli National Park,Finland,Tier IV,63.09684979,29.80622998
Hagia Sophia Grand Mosque,Turkey,Priority,41.00856678,28.98016083
The Blue Mosque,Turkey,Priority,41.00540637,28.97680283
Olavinlinna,Finland,Tier IV,61.86394891,28.90166532
Selimiye Mosque,Turkey,Tier III,41.67810844,26.55914871
Ancient City of Troy,Turkey,Tier III,39.9575769,26.23974
Santa Claus Village,Finland,Tier II,66.54413901,25.84749271
Lahemaa National Park,Estonia,Tier V,59.56764535,25.78096515
Tsarevets Fortress,Bulgaria,Tier III,43.08370698,25.65258269
Peleș Castle,Romania,Tier I,45.35995943,25.5426564
Santorini,Greece,Tier IV,36.39349686,25.45638331
Red beach,Greece,Tier IV,36.34897318,25.39386644
Suomenlinna,Finland,Tier II,60.14542321,24.98810739
Art Museum Ateneum,Finland,Tier IV,60.17015662,24.9440854
Turaida Museum Reserve,Latvia,Tier V,57.18674358,24.84774865
Rundāle Palace Museum,Latvia,Tier III,56.41344502,24.02446934
Acropolis Museum,Greece,Tier I,37.96844912,23.72850917
Parthenon,Greece,Tier I,37.97155314,23.72670663
Acropolis of Athens,Greece,Priority,37.97154873,23.72573393
Alba-Carolina Citadel,Romania,Tier II,46.06852217,23.57164469
Hill of Crosses,Lithuania,Tier IV,56.01531191,23.41632365
Rila Monastery,Bulgaria,Tier III,42.13346683,23.34015971
Corvin's Castle,Romania,Tier II,45.74935576,22.88824425
Curonian Spit National Park,Russia,Tier III,55.54210034,21.12073494
Hortobágyi National Park,Hungary,Tier V,47.52249957,21.0915786
Saint Naum Monastery,North Macedonia,Tier IV,40.91404483,20.74064486
Bigorski Monastery St John the Baptist,North Macedonia,Tier V,41.62116766,20.60942134
ICEHOTEL,Sweden,Tier V,67.84994869,20.5966186
Aggtelek National Park,Hungary,Tier V,48.50801243,20.54004203
Church of Saint Sava,Hungary,Tier II,44.79803463,20.46901092
Belgrade Fortress,Serbia,Tier II,44.82411734,20.45011829
Castle of Eger,Hungary,Tier II,47.90450981,20.37990532
Dobó István Square,Hungary,Tier V,47.90241066,20.37685492
"Cathedral Basilica of St. John the Apostle, Eger",Hungary,Tier V,47.89947266,20.37312566
City Under The City,Hungary,Tier V,47.9016705,20.37161117
Szechenyi Square,Hungary,Tier IV,46.253695,20.14892049
Butrint National Archaeological Park,Albania,Tier III,39.7440065,20.01947014
BUNK'ART 1,Albania,Tier V,41.34979069,19.86046079
Rozafa Castle,Albania,Tier V,42.04644632,19.49360807
Royal Palace of Gödöllő,Hungary,Tier III,47.59603075,19.34755654
Miejsce Pamięci i Muzeum Auschwitz I,Poland,Tier II,50.02705764,19.20379572
Durmitor National Park,Montenegro,Tier IV,43.21171888,19.11694086
Hungarian Railway Museum,Hungary,Tier IV,47.54244454,19.0956554
Hungarian Natural History Museum,Hungary,Tier IV,47.48270499,19.08523117
Vajdahunyad Castle,Hungary,Tier III,47.51488223,19.0830585
Széchenyi Thermal Bath,Hungary,Tier I,47.51865413,19.08238703
Heroes' Square,Hungary,Tier I,47.51493471,19.07786471
Budapest Zoo & Botanical Garden,Hungary,Tier II,47.51899831,19.07764151
Marzipan Museum and Café,Hungary,Tier V,47.66636493,19.07644973
Corvin Cinema,Hungary,Tier IV,47.48618409,19.07103436
Ludwig Museum,Hungary,Tier V,47.46963869,19.07099279
Zwack Unicum Museum,Hungary,Tier V,47.47592261,19.06970481
House of Terror Museum,Hungary,Tier III,47.5068821,19.0651142
Hungarian National Museum,Hungary,Tier III,47.49119624,19.06248557
Lehel Market,Hungary,Tier III,47.51760183,19.0606739
Dohány Street Synagogue,Hungary,Tier II,47.49589425,19.06057415
Károlyi Garden,Hungary,Tier V,47.49209343,19.0597652
Gozsdu Court,Hungary,Tier IV,47.49846358,19.05947698
Central Market Hall,Hungary,Priority,47.48708021,19.05849289
Hungarian State Opera,Hungary,Tier III,47.50271145,19.05830208
Flippermúzeum,Hungary,Tier IV,47.51464338,19.05440427
St. Stephen's Basilica,Hungary,Tier I,47.50088352,19.05398917
Liberty Square,Hungary,Tier III,47.50398209,19.05059887
Margaret Island Open-Air Stage,Hungary,Tier V,47.53042594,19.05006886
Vigadó Concert Hall,Hungary,Tier V,47.49594238,19.04935021
Erzsébet Bridge,Hungary,Tier III,47.49086784,19.04922999
Four Seasons Hotel Gresham Palace Budapest,Hungary,Tier V,47.49966302,19.0480342
Margaret Island,Hungary,Tier IV,47.52677523,19.04705956
Palatinus Strand Baths,Hungary,Tier IV,47.52794904,19.04697026
Hungarian Parliament Building,Hungary,Tier III,47.50711891,19.04566937
Szentendre Skanzen Village Museum,Hungary,Tier IV,47.6922543,19.04539533
Shoes on the Danube Bank,Hungary,Tier III,47.50391869,19.04479908
Széchenyi Chain Bridge,Hungary,Tier I,47.49897505,19.04370981
Castle Garden Bazaar,Hungary,Tier IV,47.49535366,19.04242732
Budapest History Museum / Castle Museum,Hungary,Tier V,47.49514887,19.04028475
Hungarian National Gallery,Hungary,Tier IV,47.49625381,19.0398237
Buda Castle,Hungary,Tier I,47.49621924,19.03952369
Novotel Budapest Danube,Hungary,Tier V,47.50841201,19.03896806
Gül Baba’s Tomb & Rosegarden,Hungary,Tier V,47.51596615,19.03492556
Fisherman's Bastion,Hungary,Priority,47.50217722,19.03478197
The Church of Our Lady of Buda Castle,Hungary,Tier II,47.50195188,19.03417511
Castle District,Hungary,Priority,47.50182509,19.0333503
Hospital in the Rock,Hungary,Tier IV,47.50083995,19.03136046
Vienna Gate,Hungary,Tier V,47.50506169,19.03060905
Szemlő-hegyi Cave,Hungary,Tier V,47.52837332,19.0256774
Palvolgyi Cave,Hungary,Tier V,47.53286085,19.01611657
Memento Park,Hungary,Tier V,47.42633611,18.9989299
"Hűvösvölgy, Children's Railway",Hungary,Tier V,47.54145713,18.96393605
Elizabeth Lookout,Hungary,Tier V,47.51819264,18.959387
Danube,Hungary,Tier IV,46.31080228,18.92567899
Basilica of Esztergom,Hungary,Tier III,47.79904502,18.73647105
Sarajevo City Hall,Bosnia & Herzegovina,Tier V,43.8589993,18.43362677
V&A Waterfront,South Africa,Priority,-33.90803332,18.42013377
Angolkert,Hungary,Tier V,47.64953084,18.3314838
Zsolnay Cultural Quarter,Hungary,Tier IV,46.0784668,18.24787496
Pécs Cathedral,Hungary,Tier V,46.07846951,18.22363263
City Walls & Forts,Bosnia & Herzegovina,Tier III,42.64195391,18.10725683
Dubrovnik City Walls,Croatia,Tier III,42.64225,18.10705033
The Royal Palace,Sweden,Tier II,59.32681059,18.07175586
Lake Balaton,Hungary,Tier IV,46.8483817,17.75585553
Słowiński National Park,Poland,Tier III,54.70017285,17.31694203
Designer Outlet Parndorf,Austria,Tier II,47.97591863,16.85191612
Golden Horn Beach,Croatia,Tier II,43.25757552,16.6342783
Hvar,Croatia,Tier V,43.1633803,16.62194974
Klis Fortress,Croatia,Tier IV,43.55964046,16.52265802
Esterházy Palace,Hungary,Tier IV,47.84617354,16.5194638
Saint Domnius’ Cathedral,Croatia,Tier IV,43.50810194,16.44047355
Diocletian's Palace,Croatia,Tier I,43.5082673,16.44016519
Prater,Austria,Priority,48.21546357,16.40017215
Museum of Applied Arts,Hungary,Tier V,48.20761312,16.38154526
Belvedere Palace,Austria,Tier I,48.19147311,16.38092716
St. Stephen's Cathedral,Austria,Priority,48.20841258,16.37344566
St. Peter's Church,Austria,Tier IV,48.20942407,16.36992877
Vienna State Opera,Austria,Tier I,48.20342528,16.36920209
Albertina,Austria,Tier II,48.20469586,16.36818357
Austrian National Library,Austria,Tier V,48.2062603,16.36689531
Hofburg,Austria,Tier I,48.20564886,16.36477225
Kunsthistorisches Museum Wien,Austria,Tier II,48.20380155,16.36178451
Museum of Natural History Vienna,Austria,Tier II,48.20520216,16.35984883
Austrian Parliament,Austria,Tier V,48.20805024,16.35916159
Leopold Museum,Austria,Tier IV,48.20264404,16.35914881
Schönbrunn Palace,Austria,Priority,48.18581054,16.31276201
Schönbrunn Palace Park,Austria,Tier I,48.18024823,16.30984079
Schönbrunn Zoo,Austria,Tier I,48.18208687,16.30278057
Schloss Rosenburg,Austria,Tier V,48.62824146,15.63457007
Plitvice Lakes National Park,Croatia,Priority,44.86540415,15.58200117
Paklenica National Park,Croatia,Tier IV,44.3438103,15.4839389
Melk Abbey,Austria,Tier III,48.22827339,15.33119878
The Arctic Circle Center,Norway,Tier IV,66.55241109,15.32245912
Hammershus Castle Ruins,Denmark,Tier IV,55.27130118,14.75539167
Amalfi Coast,Italy,Tier I,40.63334048,14.60289017
Archaeological Park of Pompeii,Italy,Tier I,40.75121377,14.48868072
Hochosterwitz Castle,Austria,Tier IV,46.7558409,14.45168096
Prague Castle,Czechia,Priority,50.0911034,14.4015769
Lake Bled,Slovenia,Tier IV,46.36488849,14.09496061
Lake Bohinj,Slovenia,Tier V,46.28334618,13.85845866
Muhlbach Waterfall,Austria,Tier V,47.91134602,13.79205819
Schloss Ort,Austria,Tier V,47.91131007,13.79203673
Museum of Military History,Hungary,Tier IV,51.07851282,13.7599555
Frauenkirche Dresden,Germany,Tier II,51.05187199,13.74151704
Grünes Gewölbe,Germany,Tier IV,51.05262874,13.73630736
Panoramic Viewpoint - Hallstatt Skywalk,Austria,Tier IV,47.56131456,13.64360367
Treppe ins Nichts,Austria,Tier V,47.46743145,13.62617952
East Side Gallery,Germany,Tier I,52.50501916,13.43969282
Berlin TV Tower,Germany,Tier II,52.52080317,13.40941453
Museum Island,Germany,Tier V,52.51697057,13.40182121
Pergamonmuseum,Germany,Tier II,52.52118079,13.39689439
Berlin Wall Memorial,Germany,Tier II,52.53505,13.39018263
Friedrichstadt-Palast,Germany,Tier III,52.52393114,13.38881559
Nationalpark Bayerischer Wald,Germany,Tier V,48.98797992,13.38411403
Topography of Terror,Germany,Tier II,52.50674041,13.38374209
Memorial to the Murdered Jews of Europe,Germany,Tier II,52.51392776,13.37870197
Brandenburg Gate,Germany,Priority,52.51628346,13.37768512
Reichstag Building,Germany,Tier IV,52.51862667,13.37615501
Classic-Remise Berlin,Germany,Tier IV,52.53041649,13.31848237
Eisriesenwelt,Austria,Tier IV,47.49661426,13.19438183
Burg Hohenwerfen,Austria,Tier III,47.48317426,13.18893784
Schloss Hellbrunn,Austria,Tier III,47.76213212,13.06013318
Fortress Hohensalzburg,Austria,Tier I,47.79494123,13.04765922
Salzburg Cathedral,Austria,Tier III,47.79787824,13.04663008
Mirabell Palace,Austria,Tier II,47.80543869,13.0416923
Sanssouci Palace,Germany,Tier II,52.40418855,13.03845698
Königssee,Germany,Tier IV,47.5641612,12.98251129
Grossglockner High Alpine Road,Austria,Tier V,47.08332715,12.84275935
Øresund Bridge,Sweden,Tier IV,55.57528408,12.82776211
Amager Beachpark,Denmark,Tier IV,55.65453413,12.64959751
Kronborg Castle,Denmark,Tier III,56.03930086,12.62177773
Christiansborg Palace,Denmark,Tier III,55.67633359,12.58029752
SMK – Statens Museum for Kunst,Denmark,Tier IV,55.6887951,12.57830966
Rosenborg Castle,Denmark,Tier III,55.68582754,12.57726103
National Museum of Denmark,Denmark,Tier III,55.67449559,12.57465232
Tivoli Gardens,Denmark,Tier I,55.67368452,12.56814594
Papal Basilica of Saint Mary Major,Italy,Tier II,41.89759867,12.49845144
Colosseum,Italy,Priority,41.89021011,12.49223308
Galleria Borghese,Italy,Tier II,41.91419494,12.49214132
Palatine Hill,Italy,Tier III,41.88863224,12.4875572
Roman Forum,Italy,Priority,41.89209307,12.48644429
Trevi Fountain,Italy,Priority,41.90092624,12.48331674
Monument to Victor Emmanuel II,Italy,Tier I,41.89457986,12.48313007
Piazza Navona,Italy,Priority,41.89916324,12.47308812
Castel Sant'Angelo,Italy,Priority,41.90304791,12.46630526
Sistine Chapel,Vetican City,Tier I,41.90297027,12.45448035
Saint Peter’s Basilica,Hungary,Priority,41.90215346,12.45395225
Vatican Museums,Vetican City,Priority,41.90648444,12.45364464
Libreria Acqua Alta,Italy,Tier II,45.43797487,12.34228634
Frederiksborg Castle,Denmark,Tier III,55.9349921,12.30130459
Airport Shuttle Express - Fiumicino Airport,Italy,Tier V,41.79470856,12.25080192
Krimml Waterfalls,Austria,Tier III,47.20768371,12.17081399
"Roskilde Cathedral",Denmark,Tier IV,55.64265217,12.07965271
English Garden,Germany,Tier I,48.16423313,11.60554024
Swarovski Kristallwelten,Austria,Tier II,47.29380685,11.60081292
Hallstatt Village,Austria,Tier II,47.29380952,11.60080722
Marienplatz,Germany,Priority,48.13739008,11.57543202
Asamkirche,Germany,Tier V,48.13514324,11.56966231
BMW Museum,Germany,Tier II,48.17681955,11.55909426
BMW Welt,Germany,Tier II,48.17719329,11.55629988
Dachau Concentration Camp Memorial Site,Germany,Tier III,48.2679231,11.46877677
Cathedral of Santa Maria del Fiore,Italy,Priority,43.77315998,11.25600378
St. Sebald - Sebalduskirche Nürnberg,Germany,Tier V,49.45524412,11.07601912
Imperial Castle of Nuremberg,Germany,Tier II,49.45801467,11.07565535
Neuschwanstein Castle,Germany,Priority,47.55757356,10.74979592
Akershus Fortress,Norway,Tier III,59.90757952,10.73704489
Hohenschwangau Castle,Germany,Tier II,47.55567506,10.73638543
Viking Ship Museum,Norway,Tier III,59.90496304,10.68438846
"Grenen",Denmark,Tier V,57.74706323,10.65264611
Harz National Park,Germany,Tier IV,51.77984623,10.52315851
Nidaros Cathedral,Norway,Tier IV,63.42690512,10.39711156
Tower of Pisa,Italy,Priority,43.72295955,10.3965598
Moesgaard Museum,Denmark,Tier IV,56.0887337,10.2234791
ARoS Aarhus Art Museum,Denmark,Tier III,56.15390764,10.19967748
The Old Town,Denmark,Tier III,56.15780955,10.19364538
Christiania,Denmark,Tier III,56.15781267,10.19364536
Medieval Crime Museum,Germany,Tier V,49.37587077,10.17954172
Silvretta-Hochalpenstraße,Austria,Tier V,46.91777216,10.09428918
Miniatur Wunderland,Germany,Priority,53.54381684,9.989122383
Planten un Blomen,Germany,Tier II,53.56204253,9.982097388
Würzburg Residence,Germany,Tier III,49.79273532,9.939139957
Heide Park Resort,Germany,Tier I,53.02366816,9.878197294
Rubjerg Knude,Denmark,Tier IV,57.44903744,9.77547165
Bernina Express,Switzerland,Tier V,46.85388005,9.52919951
Grave chapel on the Wuerttemberg,Germany,Tier V,48.78209061,9.268537443
Lake Como,Italy,Tier III,46.02034424,9.261918397
Schloss Lichtenstein,Germany,Tier III,48.40626066,9.258013192
Mercedes-Benz Museum,Germany,Tier I,48.78814452,9.233981003
